"Name","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.input_length","model.params.num_classes","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.length","validator.name","validator.seed","validator.wandb_project_name","batch_loss","epoch","overall_accuracy","test_accuracy","test_loss","train_loss"
"fold_sparc","finished","-","","","2025-02-24T17:10:03.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.03659302368760109","1","","0.9961847389558232","0.09150177077987257","0.01732329410449927"
"fold_sh4","finished","-","","","2025-02-24T17:09:40.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","9.030998171510873e-8","1","","0.4365935919055649","5.1155721807992585","0.015061428147986514"
"fold_s390x","finished","-","","","2025-02-24T17:09:17.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.028913192451000217","1","","1","0","0.016482126268175547"
"fold_s390","finished","-","","","2025-02-24T17:08:54.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.0002273867867188528","1","","0.9916731216111542","0.023033879362676663","0.015324580652839656"
"fold_riscv64","finished","-","","","2025-02-24T17:08:31.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.027562331408262253","1","","1","0.00005239580724898067","0.015869309948073774"
"fold_ppc64el","finished","-","","","2025-02-24T17:08:09.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0","1","","1","1.7828165951464366e-8","0.015060760223020749"
"fold_ppc64","finished","-","","","2025-02-24T17:07:46.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.014335296116769314","1","","0.9022237910342392","0.36160068404343393","0.01590306376929981"
"fold_powerpcspe","finished","-","","","2025-02-24T17:07:23.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.04667853564023971","1","","1","7.780993000454507e-9","0.01582979869963601"
"fold_powerpc","finished","-","","","2025-02-24T17:07:00.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","3.533692449764203e-7","1","","1","0.000011612447917344564","0.01699716156823915"
"fold_mipsel","finished","-","","","2025-02-24T17:06:37.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.13729985058307648","1","","0.992317880794702","0.028967607389273262","0.01530262046399014"
"fold_mips64el","finished","-","","","2025-02-24T17:06:15.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.01619143784046173","1","","0.9805194805194806","0.08239088958019719","0.015721820022482354"
"fold_mips","finished","-","","","2025-02-24T17:05:52.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.0276261605322361","1","","0.9890603085553996","0.02960067123659168","0.016200998118432203"
"fold_m68k","finished","-","","","2025-02-24T17:05:29.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.000049052570830099285","1","","0.003636363636363637","13.446023609327233","0.016945817937442542"
"fold_ia64","finished","-","","","2025-02-24T17:05:07.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.044088590890169144","1","","0.9079052969502408","0.4490049508137581","0.01547908477746636"
"fold_i386","finished","-","","","2025-02-24T17:04:44.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.025864599272608757","1","","0.9964768056371108","0.013225108985534462","0.016111151068449493"
"fold_hppa","finished","-","","","2025-02-24T17:04:22.000Z","20","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.018661774694919583","1","","0.6078674948240166","2.377369159146359","0.016070590715935706"
"fold_armhf","finished","-","","","2025-02-24T17:03:58.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.00001828336826292798","1","","0.960450563204005","0.15891306678069725","0.016116311267962664"
"fold_armel","finished","-","","","2025-02-24T17:03:36.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.0000021068908608867787","1","","0.999","0.002613353163985799","0.015786473193883196"
"fold_arm64","finished","-","","","2025-02-24T17:03:14.000Z","20","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","1.5549035836670555e-8","1","","0.26375137513751373","11.062793631302682","0.01497306628827852"
"fold_amd64","finished","-","","","2025-02-24T17:02:52.000Z","20","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.013562634587287905","1","","0.9981676591846084","0.006593443861249404","0.014913634196052992"
"fold_alpha","finished","-","","","2025-02-24T17:02:28.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","19","mikkel-02-24","0.1067824512720108","1","","0.9992445227902292","0.004217904634840254","0.01462979816109082"
"overall_metrics","finished","-","","","2025-02-24T17:02:15.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","","","0.777457336998807","","",""
"fold_x32","finished","-","","","2025-02-24T17:01:52.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.02550477907061577","1","","0.9988026819923372","0.007170738942407336","0.02346240073047138"
"fold_sparc64","finished","-","","","2025-02-24T17:01:29.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.011928003281354904","1","","0.9948107448107448","0.031281081793552476","0.021854609102559375"
"fold_sparc","finished","-","","","2025-02-24T17:01:06.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.04554400220513344","1","","0.9997991967871486","0.0017671824850064393","0.02104488848895902"
"fold_sh4","finished","-","","","2025-02-24T17:00:44.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.06184723973274231","1","","0.4396290050590219","1.10475089152654","0.024236818046606205"
"fold_s390x","finished","-","","","2025-02-24T17:00:21.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.027039943262934685","1","","1","0.000008012916716942137","0.02277903723050894"
"fold_s390","finished","-","","","2025-02-24T16:59:58.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.016801469027996063","1","","1","0.0006542519512897994","0.02122159345399158"
"fold_riscv64","finished","-","","","2025-02-24T16:59:36.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.038026362657547","1","","0.5463963963963964","0.9704707452229092","0.024274273550318946"
"fold_ppc64el","finished","-","","","2025-02-24T16:59:13.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0","1","","1","3.6285959887598965e-8","0.02341073064612427"
"fold_ppc64","finished","-","","","2025-02-24T16:58:50.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.0176684632897377","1","","0.971055418284504","0.08854072745889426","0.021849146485425675"
"fold_powerpcspe","finished","-","","","2025-02-24T16:58:28.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.00015114122652448714","1","","1","0.000014198255998064356","0.021851174315148676"
"fold_powerpc","finished","-","","","2025-02-24T16:58:05.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.055175673216581345","1","","1","0.00002957787942330214","0.021873542447280143"
"fold_mipsel","finished","-","","","2025-02-24T16:57:42.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.04216953739523888","1","","0.999205298013245","0.003711315339753858","0.02341069774641369"
"fold_mips64el","finished","-","","","2025-02-24T16:57:20.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.0398147776722908","1","","1","9.255074436243615e-8","0.023621216525745475"
"fold_mips","finished","-","","","2025-02-24T16:56:57.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.0007417101878672838","1","","0.902945301542777","0.4683070459536144","0.021370693694989257"
"fold_m68k","finished","-","","","2025-02-24T16:56:35.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","18","mikkel-02-24","0.01909676380455494","1","","0.0006818181818181819","30.995036719501883","0.02214958592099153"
