"Name","Group","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.input_length","model.params.num_classes","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.length","validator.name","validator.wandb_project_name","batch_loss","epoch","overall_accuracy","test_accuracy","test_loss","train_loss"
"fold_sh4","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:40:44.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.01898050867021084","1","","0.7790893760539629","0.32743658285628086","0.010904493032589831"
"fold_s390","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:40:43.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.0008958856342360377","1","","0.9986444616576298","0.0036293256662809","0.017088279817318495"
"fold_s390x","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:40:28.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.07059533894062042","1","","1","0","0.040957616130771805"
"fold_riscv64","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:40:27.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.08471403270959854","1","","1","0.00004472612575097758","0.10225757889879936"
"fold_ppc64el","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:40:12.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.0000011026819493054063","1","","1","0.000057492384367411174","0.015008042216953977"
"fold_s390","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:40:12.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.023865725845098495","1","","0.9996127033307514","0.002310705443062348","0.04827475191033896"
"fold_riscv64","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:39:57.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.027965132147073746","1","","0.6513513513513514","1.2780990643160683","0.01047073642519438"
"fold_ppc64","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:39:56.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.00001461276042391546","1","","0.2248499823508648","4.512796852323744","0.007313711297989656"
"fold_ppc64el","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:39:41.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.000015004570741439238","1","","1","5.022444934150399e-9","0.010585430570164952"
"fold_powerpcspe","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:39:40.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.11863137781620026","1","","1","3.0042661906591204e-11","0.1718416917592184"
"fold_powerpc","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:39:25.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.03017871640622616","1","","1","0.000001120248777297661","0.009806680852717513"
"fold_ppc64","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:39:25.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.0077493637800216675","1","","0.9629368160960112","0.09019702590174145","0.010056696208186378"
"fold_mipsel","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:39:09.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","1.8874783336286785e-7","1","","1","0.00006473725396831175","0.013556892912325738"
"fold_powerpcspe","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:39:09.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.0000027881058031198336","1","","1","1.2927633060639248e-7","0.010600894689261404"
"fold_powerpc","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:38:54.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.05920029059052467","1","","1","0.000774320385269739","0.07262232785277743"
"fold_mips64el","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:38:53.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.012855839915573595","1","","0.9988404452690168","0.003968444457287286","0.014923970257330109"
"fold_mips","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:38:38.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.018482787534594536","1","","0.8364656381486676","0.8277696344469275","0.007322414394075912"
"fold_mipsel","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:38:38.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.00011116798123111948","1","","0.999205298013245","0.003656279038684236","0.006856217515541831"
"fold_mips64el","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:38:23.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","2.875036102523154e-7","1","","0.9960575139146568","0.020318928216408867","0.007689217539026322"
"fold_m68k","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:38:22.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.0000010110603625435033","1","","0","18.67670634172965","0.008365497676139942"
"fold_mips","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:38:07.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.000013559692888520658","1","","0.9896213183730715","0.03634230548673908","0.03319989095745984"
"fold_ia64","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:38:06.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","6.462377086791093e-7","1","","0.994983948635634","0.018089719045047577","0.007513904049273363"
"fold_m68k","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:37:52.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.00019400287419557571","1","","0.0011363636363636363","16.90980235390041","0.010425852886699128"
"fold_i386","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:37:51.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.029731331393122673","1","","0.9923664122137404","0.04453017209889367","0.05072643738983974"
"fold_hppa","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:37:36.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.008763146586716175","1","","0.2898550724637681","4.314524211381611","0.028792108332306863"
"fold_ia64","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:37:36.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.0009982953779399395","1","","0.9273675762439808","0.32164690624444914","0.007262625127455098"
"fold_i386","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:37:21.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.04951604828238487","1","","0.999608533959679","0.004349452536189347","0.030918970661796313"
"fold_armhf","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:37:20.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.012317300774157047","1","","0.9877346683354192","0.05278105140766568","0.006833335984512729"
"fold_hppa","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:37:05.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.01417621783912182","1","","0.8592132505175983","0.5472233926779345","0.008244514794455737"
"fold_armel","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:37:05.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.00000449636900157202","1","","0.9945","0.025358259753235707","0.008982449445191557"
"fold_arm64","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:36:50.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.000566377944778651","1","","0.998074807480748","0.005522342143836923","0.007519349190612211"
"fold_armhf","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:36:50.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.00011112122592749074","1","","0.9844806007509388","0.1081397707568526","0.012994689584074732"
"fold_armel","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:36:35.000Z","13","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.015092558227479458","1","","0.9965","0.009822788153777757","0.006875306332649649"
"fold_amd64","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:36:34.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.002640676451846957","1","","0.9993128721942282","0.0027732822530104886","0.00799714597168966"
"fold_arm64","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:36:19.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.09960537403821944","1","","0.6776677667766776","1.548789946656478","0.06393196663337535"
"fold_alpha","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:36:17, 21-02-2025","finished","-","","","2025-02-21T14:36:18.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.0000070034293457865715","1","","0.1709896751447998","19.373732824174184","0.007538789360645207"
"overall_metrics","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:30:06, 21-02-2025","finished","-","","","2025-02-21T14:36:08.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","","","0.8658955340007262","","",""
"fold_amd64","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:36:04.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.015676964074373245","1","","0.9970224461749886","0.010661219408232852","0.01593703638443074"
"fold_x32","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:30:06, 21-02-2025","finished","-","","","2025-02-21T14:35:52.000Z","15","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.01136178895831108","1","","0.9968869731800766","0.01888087514876093","0.016288421456113197"
"fold_alpha","logo EmbeddingAnd2dCNNModel endianness 15:35:47, 21-02-2025","finished","-","","","2025-02-21T14:35:47.000Z","16","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.06362008303403854","1","","0.9843868043314028","0.03520672021448494","0.009265486509131764"
"overall_metrics","logo EmbeddingAnd2dCNNModel endianness 15:29:38, 21-02-2025","finished","-","","","2025-02-21T14:35:38.000Z","2","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","","","0.838580839255148","","",""
"fold_sparc64","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:30:06, 21-02-2025","finished","-","","","2025-02-21T14:35:37.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.022372495383024216","1","","0.9795482295482296","0.06759691807607081","0.020841432052145725"
"fold_x32","logo EmbeddingAnd2dCNNModel endianness 15:29:38, 21-02-2025","finished","-","","","2025-02-21T14:35:22.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","endianness","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.10406114906072617","1","","1","0.000015313103506908394","0.08186578796691753"
"fold_sparc","logo EmbeddingAnd2dCNNModel instructionwidth_type 15:30:06, 21-02-2025","finished","-","","","2025-02-21T14:35:21.000Z","14","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","EmbeddingAnd2dCNNModel","0.3","512","2","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","LOGO_architecture_wandb","mikkel-02-21","0.000004255116891727084","1","","1","1.1093592904127985e-7","0.0184212781968839"
